望远镜选址该地的原因不可能是	喀斯特地貌，保障雨水下渗
望远镜选址该地的原因不可能是	天然的天坑，工程量较小
望远镜选址该地的原因不可能是	天然的天坑
望远镜选址该地的原因不可能是	工程量较小
望远镜选址该地的原因不可能是	海拔高.晴天多，利于观测
望远镜选址该地的原因不可能是	人烟稀少，无线电干扰较少
望远镜选址该地的原因不可能是	人烟稀少
望远镜选址该地的原因不可能是	无线电干扰较少
初步探寻适合修建望远镜台址的“大窝凼”所用的地理信息技术是	遥感技术
初步探寻适合修建望远镜台址的“大窝凼”所用的地理信息技术是	全球定位系统
初步探寻适合修建望远镜台址的“大窝凼”所用的地理信息技术是	数字地球
初步探寻适合修建望远镜台址的“大窝凼”所用的地理信息技术是	地理信息系统
该地区广泛分布的岩石	经岩浆喷发冷凝形成
该地区广泛分布的岩石	可能含有化石
该地区广泛分布的岩石	经过变质作用形成
该地区广泛分布的岩石	经过流水侵蚀形成
贵阳旅游‘名片’——“爽爽贵阳，避暑天堂”的得来缘于	地处低纬，海拔较高
贵阳旅游‘名片’——“爽爽贵阳，避暑天堂”的得来缘于	地处低纬
贵阳旅游‘名片’——“爽爽贵阳，避暑天堂”的得来缘于	海拔较高
贵阳旅游‘名片’——“爽爽贵阳，避暑天堂”的得来缘于	秦岭阻隔，长夏无冬
贵阳旅游‘名片’——“爽爽贵阳，避暑天堂”的得来缘于	秦岭阻隔
贵阳旅游‘名片’——“爽爽贵阳，避暑天堂”的得来缘于	长夏无冬
贵阳旅游‘名片’——“爽爽贵阳，避暑天堂”的得来缘于	海拔较高，起伏较大
贵阳旅游‘名片’——“爽爽贵阳，避暑天堂”的得来缘于	海拔较高
贵阳旅游‘名片’——“爽爽贵阳，避暑天堂”的得来缘于	海拔起伏较大
贵阳旅游‘名片’——“爽爽贵阳，避暑天堂”的得来缘于	年温差大，冬无严寒
贵阳旅游‘名片’——“爽爽贵阳，避暑天堂”的得来缘于	年温差大
贵阳旅游‘名片’——“爽爽贵阳，避暑天堂”的得来缘于	冬无严寒
抵达河内时，	当地太阳高度最大
抵达河内时，	新加坡已夜幕深沉
抵达河内时，	北半球白昼范围大于黑夜
抵达河内时，	全球多半地区为11月5日
访问期间	地球公转速度逐渐变慢
访问期间	晨昏线与经线夹角变小
访问期间	我国各地昼长小于越南
访问期间	新加坡正午太阳高度大于河内
地形剖面示意图中M点对应左图中点	①
地形剖面示意图中M点对应左图中点	②
地形剖面示意图中M点对应左图中点	③
地形剖面示意图中M点对应左图中点	④
婆罗洲	东南部海域大陆架宽广
婆罗洲	聚落多分布在沿海平原
婆罗洲	甲河流程约为100公里
婆罗洲	降水多，河流通航里程长
婆罗洲	降水多
婆罗洲	河流通航里程长
此时，	①地受弱偏南风影响
此时，	②地气压大于③地
此时，	③地正值阴雨天气
此时，	④地云量大，气温低
此时，	④地云量大
此时，	④地气温低
此时，M地雪后发展起来的雾霾仍难以消散的主要原因有	逆温现象的存在
此时，M地雪后发展起来的雾霾仍难以消散的主要原因有	近地面空气湿度大
此时，M地雪后发展起来的雾霾仍难以消散的主要原因有	东南风风力小
此时，M地雪后发展起来的雾霾仍难以消散的主要原因有	山地阻挡了污染物扩散
图示四地纬度由低到高依次为	甲、乙、丁、丙
图示四地纬度由低到高依次为	乙、丁、丙、甲
图示四地纬度由低到高依次为	丙、甲、乙、丁
图示四地纬度由低到高依次为	丁、丙、甲、乙
图示	甲地位于中纬度大陆西岸
图示	乙地可能为非洲南端好望角
图示	丙地地处南美洲太平洋沿岸
图示	丁地地处非洲撒哈拉地区
图示四地	甲地自然植被以针叶林为主
图示四地	乙地河流水系发达
图示四地	丙地可种植喜热耐旱的作物
图示四地	丁地商品谷物农业发达
图中洋流所在的大洋环流	自北向南流动
图中洋流所在的大洋环流	东侧为暖流
图中洋流所在的大洋环流	呈逆时针流动
图中洋流所在的大洋环流	呈顺时针流动
自然带由①-②-③-④的变化体现	由赤道到两极的地域分异规律
自然带由①-②-③-④的变化体现	由沿海向内陆的地域分异规律
自然带由①-②-③-④的变化体现	由山麓向山顶的垂直分异规律
自然带由①-②-③-④的变化体现	由洋流影响下的非地带性现象
图中河段	R1流速快于R2
图中河段	R1径流量大于R2
图中河段	R1含沙量小于R3
图中河段	R2结冰期长于R3
早期聚落最可能分布在	①、②两地
早期聚落最可能分布在	②、③两地
早期聚落最可能分布在	③、④两地
早期聚落最可能分布在	①、④两地
卓乃湖湖水外溢、面积缩小的原因可能有	全球气候变暖，冰雪消融
卓乃湖湖水外溢、面积缩小的原因可能有	全球气候变暖
卓乃湖湖水外溢、面积缩小的原因可能有	冰雪消融
卓乃湖湖水外溢、面积缩小的原因可能有	地壳下沉运动
卓乃湖湖水外溢、面积缩小的原因可能有	地震、湖水侵蚀等引起溃坝
卓乃湖湖水外溢、面积缩小的原因可能有	当地降雨量增多
可可西里盐湖面积增加对当地地理环境带来的影响有	破坏湖岸附近的草场资源
可可西里盐湖面积增加对当地地理环境带来的影响有	腐蚀临近交通、通讯等基础设施
可可西里盐湖面积增加对当地地理环境带来的影响有	居民饮用水水质下降
可可西里盐湖面积增加对当地地理环境带来的影响有	由干旱区变成湿润区
该省级行政区可能是	贵州省
该省级行政区可能是	青海省
该省级行政区可能是	江苏省
该省级行政区可能是	上海市
该省级行政区	总人口数持续增加
该省级行政区	处于城市化中期加速阶段
该省级行政区	人口流出现象严重
该省级行政区	乡村人口迁入城市现象普遍
该岛土地总面积变化的主要原因有	耕地面积减少
该岛土地总面积变化的主要原因有	泥沙沉积而成
该岛土地总面积变化的主要原因有	大量填海造陆
该岛土地总面积变化的主要原因有	水体面积增加
土地结构的变化说明该岛	耕地被撂荒
土地结构的变化说明该岛	水土流失加剧
土地结构的变化说明该岛	经济结构调整
土地结构的变化说明该岛	生态环境恶化
该企业负责人说“在北京呆了十多年，成本越来越高”，此成本主要指	劳动力和交通
该企业负责人说“在北京呆了十多年，成本越来越高”，此成本主要指	劳动力和地租
该企业负责人说“在北京呆了十多年，成本越来越高”，此成本主要指	动力和原料
该企业负责人说“在北京呆了十多年，成本越来越高”，此成本主要指	动力和交通
