读下图，若从A点沿经线向B方向发射一颗射程为4000千米的导弹，则关于导弹落点的叙述，正确的是	导弹将落在北半球.西半球
读下图，若从A点沿经线向B方向发射一颗射程为4000千米的导弹，则关于导弹落点的叙述，正确的是	导弹落点所在地一年中有两次太阳直射机会
读下图，若从A点沿经线向B方向发射一颗射程为4000千米的导弹，则关于导弹落点的叙述，正确的是	导弹落在低纬度地区
读下图，若从A点沿经线向B方向发射一颗射程为4000千米的导弹，则关于导弹落点的叙述，正确的是	导弹落在B点的东南方向.A点的东北方向
图中公路沿线甲、乙、丙、丁四地中，海拔最高点出现在	甲
图中公路沿线甲、乙、丙、丁四地中，海拔最高点出现在	乙
图中公路沿线甲、乙、丙、丁四地中，海拔最高点出现在	丙
图中公路沿线甲、乙、丙、丁四地中，海拔最高点出现在	丁
若甲、丁两点之间的直线距离为40千米，要在边长为2米的图幅中完整绘制该区域图，所选用的比例尺应为	1︰40000
若甲、丁两点之间的直线距离为40千米，要在边长为2米的图幅中完整绘制该区域图，所选用的比例尺应为	1︰2000000
若甲、丁两点之间的直线距离为40千米，要在边长为2米的图幅中完整绘制该区域图，所选用的比例尺应为	1︰4000
若甲、丁两点之间的直线距离为40千米，要在边长为2米的图幅中完整绘制该区域图，所选用的比例尺应为	1︰20000
图中数码所代表的地球圈层不正确的有	①为大气平流层
图中数码所代表的地球圈层不正确的有	②为岩石圈
图中数码所代表的地球圈层不正确的有	③为软流层
图中数码所代表的地球圈层不正确的有	④为外核
下列有关地球圈层特点的叙述，正确的有	①圈层气温随高度增加而递减
下列有关地球圈层特点的叙述，正确的有	②圈层的厚度陆地较海洋大
下列有关地球圈层特点的叙述，正确的有	③圈层横波纵波均不能穿过
下列有关地球圈层特点的叙述，正确的有	④圈层的物质状态为固体
地理信息技术可应用于鲁尔区煤矿整治研究。读下图，该类技术的	关键装置是传感器
地理信息技术可应用于鲁尔区煤矿整治研究。读下图，该类技术的	数据模型用点.线.面表达
地理信息技术可应用于鲁尔区煤矿整治研究。读下图，该类技术的	主要功能是空间定位
地理信息技术可应用于鲁尔区煤矿整治研究。读下图，该类技术的	数据库由若干图层构成
轮船出发的当天，下列叙述正确的是	昼长由长到短的排序是D>C>B>A
轮船出发的当天，下列叙述正确的是	太阳高度角由大到小的排序是D>C>B>A
轮船出发的当天，下列叙述正确的是	此时大陆等温线向高纬突出
轮船出发的当天，下列叙述正确的是	此时C地受副热带高压控制
轮船到达C地时，该地的时间为	7月1日22时
轮船到达C地时，该地的时间为	7月1日18时
轮船到达C地时，该地的时间为	7月2日22时
轮船到达C地时，该地的时间为	6月30日18时
当地球公转处于近日点附近时，赤道上的点是	①
当地球公转处于近日点附近时，赤道上的点是	②
